data_source,is_synthetic_demo,seed,n_samples_total,n_train,n_test,MAE,MSE,RMSE,R2
synthetic_demo,True,42,1000,800,200,7.870473395688209,87.41419934516867,9.349556104177816,-0.7233104178392378
